http://www.dovergramboys.kent.sch.uk ,Dover Grammar School for Boys

http://dggs.kent.sch.uk/ ,Dover Grammar School for Girls

http://www.challoners.com/ ,Dr Challoner&#39;s Grammar School

http://www.challonershigh.com/page/default.asp?title=Home&amp;pid=1 ,Dr Challoner&#39;s High School

http://www.ermysteds.n-yorks.sch.uk/homepage.htm,Ermysted&#39;s Grammar School&nbsp; &nbsp; &nbsp;

http://www.folkestonegirls.kent.sch.uk/,Folkestone School for Girls

http://fortpitt.medway.sch.uk/new/ ,Fort Pitt Grammar School

http://gravesendgrammar.eu/,Gravesend Grammar School for Boys

http://www.mgsg.kent.sch.uk/ ,Mayfield Grammar School (Gravesend Grammar School for Girls)

http://www.greenshaw.co.uk/ ,Greenshaw High School

http://www.handsworth.bham.sch.uk/?option=com_content&amp;view=article&amp;id=125&amp;Itemid=165 ,Handsworth Grammar School

http://www.heckgrammar.co.uk/online/ ,Heckmondwike Grammar School

http://www.herschel.slough.sch.uk/ ,Herschel Grammar School

http://www.hsfg.org/ ,High School for Girls

http://www.highsted.kent.sch.uk/ ,Highsted School

http://www.highworth.kent.sch.uk/ ,Highworth Grammar School for Girls

http://www.ichs.org.uk/ ,Ilford County High School for Boys&nbsp;

http://www.invicta.viat.org.uk/ ,Invicta Grammar School

http://www.jhgs.bucks.sch.uk/ ,John Hampden Grammar School

http://www.kendrick.reading.sch.uk/ ,Kendrick School

http://www.kestevengrantham.lincs.sch.uk/ ,Kesteven and Grantham Girls&#39; School

http://www.kshs.uk/site/default.asp ,Kesteven and Sleaford High School

http://www.keaston.bham.sch.uk/ ,King Edward VI Aston School

http://kechg.org.uk/ ,King Edward VI Camp Hill Girls&#39; School

http://www.camphillboys.bham.sch.uk/ ,King Edward VI Camp Hill School (Boys)&nbsp; &nbsp;

http://www.kefw.org/ ,King Edward VI Five Ways School

http://www.kegs.org.uk/ ,King Edward VI Grammar School&nbsp;Essex

http://www.kes.net/ ,King Edward VI Grammar School&nbsp;Stratford

http://www.kingedwardvi.bham.sch.uk/ ,King Edward VI Handsworth School

http://www.king-edward.lincs.sch.uk/ ,King Edward VI Humanities College

http://joinus.kes.hants.sch.uk/ ,King Edward VI School

http://www.lggs.org.uk/ ,Lancaster Girls&#39; Grammar School

https://www.lrgs.org.uk/lancaster-royal-grammar-school ,Lancaster Royal Grammar School

http://www.lgs.slough.sch.uk/ ,Langley Grammar School

http://www.lawrencesheriffschool.net/ ,Lawrence Sheriff School

http://www.loretogrammar.co.uk/205/year-7 ,Loreto Grammar School

http://www.mgs.kent.sch.uk/community/parents/application-information/ ,Maidstone Grammar School

http://www.mggs.org/ ,Maidstone Grammar School for Girls&nbsp;

http://www.marling.gloucs.sch.uk/ ,Marling School

http://www.bromptonacademy.org.uk/105/admission-arrangements-for-new-year-7-students ,New Brompton College&nbsp;(Brompton Academy)

http://www.nghs.org.uk/ ,Newport Girls&#39; High School

http://www.newsteadwood.bromley.sch.uk/ ,Newstead Woods School for Girls

http://www.nonsuchschool.org/ ,Nonsuch High School for Girls

https://www.opgs.org/school/Pages/admissions.aspx ,Oakwood Park Grammar School

http://www.parkstone.poole.sch.uk/ ,Parkstone Grammar School

http://www.parmiters.herts.sch.uk/admissions/ ,Parmiter&rsquo;s School

http://www.pates.gloucs.sch.uk/ ,Pate&#39;s Grammar School

http://www.phsg.org/admissions-11-exams ,Plymouth High School for Girls

http://www.poolegrammar.com/ ,Poole Grammar School

http://www.qegs.cumbria.sch.uk/ ,Queen Elizabeth Grammar School&nbsp; &nbsp;Cumbria&nbsp;

http://www.qegs.co.uk/ ,Queen Elizabeth&#39;s GM Grammar School&nbsp;Alford

http://www.qegs.lincs.sch.uk/ ,Queen Elizabeth&#39;s Grammar School&nbsp;Horncastle

http://www.queenelizabeths.kent.sch.uk/193/admissions?preview ,Queen Elizabeth&#39;s Grammar School&nbsp;Kent

http://www.qehs.lincs.sch.uk/ ,Queen Elizabeth&#39;s High School

https://www.qebarnet.co.uk/admissions_page ,Queen Elizabeth&#39;s School

http://www.qmgs.walsall.sch.uk/ ,Queen Mary&#39;s Grammar School

http://www.qmhs.org.uk/admissions ,Queen Mary&#39;s High School

http://www.queens.herts.sch.uk/ ,Queens&rsquo; School

http://new.rainhammark.com/ ,Rainham Mark Grammar School

http://www.readinggirls.reading.sch.uk/contact.html ,Reading Girls&#39; School

http://www.reading-school.co.uk/ ,Reading School

http://www.ribstonhall.gloucs.sch.uk/admissions/ ,Ribston Hall High School

http://www.rickmansworth.herts.sch.uk/685/admissions ,Rickmansworth School

http://www.ripongrammar.co.uk/ ,Ripon Grammar School

http://www.rgshw.com/ ,Royal Grammar School

http://www.rugbyhighschool.co.uk/ ,Rugby High School for Girls

http://www.salegrammar.co.uk/ ,Sale Grammar School

http://www.shoeburynesshigh.co.uk/ ,Shoeburyness High School

http://www.langton.kent.sch.uk/ ,Simon Langton Girls&#39; Grammar School&nbsp;&nbsp;

https://www.thelangton.org.uk/ ,Simon Langton Grammar School for Boys

http://www.sirhenryfloyd.bucks.sch.uk/ ,Sir Henry Floyd Grammar School

http://www.manwoods.co.uk/ ,Sir Roger Manwood&#39;s School

https://strschool.co.uk/admissions/ ,Sir Thomas Rich&#39;s School

http://www.swbgs.com/ ,Sir William Borlase&#39;s Grammar School

http://www.sgs.lincs.sch.uk/ ,Skegness Grammar School

http://www.northernstaracademies.org.uk/skipton-girls-school/home/ ,Skipton Girls&#39; High School

http://www.swgs.wilts.sch.uk/defaultPage.asp?Page=100 ,South Wilts Grammar School for Girls

http://www.shsb.org.uk/page/default.asp?title=Home&amp;pid=1 ,Southend High School for Boys

http://www.shsg.org/ ,Southend High School for Girls

http://www.spaldinggrammar.lincs.sch.uk/ ,Spalding Grammar School

http://www.spaldinghigh.lincs.sch.uk/ ,Spalding High School

http://www.st-bernards.slough.sch.uk/admissions/ ,St Bernard&#39;s Catholic Grammar School

http://www.st-michaels.barnet.sch.uk/Pages/admissions.php ,St Michael&#39;s Catholic Grammar School

http://www.saintolaves.net/ ,St Olave&#39;s and St Saviour&#39;s Grammar School&nbsp;&nbsp;

http://www.st-ambrosecollege.org.uk/ ,St. Ambrose College

http://www.st-anselms.com/ ,St. Anselm&#39;s College

http://www.stbernardswestcliff.org.uk/ ,St. Bernard&rsquo;s High School and Arts College

http://www.st-thomasmore.southend.sch.uk/ ,St. Thomas More High School for Boys

http://www.sggs.org.uk/page/?title=Admissions&amp;pid=28 ,Stratford Upon Avon Grammar School for Girls

http://www.stretfordgrammar.com/admissions-menu/school-admission/ ,Stretford Grammar School

http://stroudhigh.gloucs.sch.uk/Admissions ,Stroud High School

https://www.suttcold.bham.sch.uk/scgsg/index.php ,Sutton Coldfield Girls&#39; School

http://www.suttongrammar.sutton.sch.uk/Admissions ,Sutton Grammar School for Boys

http://www.cryptschool.org/ ,The Crypt School

https://www.harveygs.kent.sch.uk/ ,The Harvey Grammar School

http://www.hbschool.org.uk/ ,The Henrietta Barnett School

http://www.thehowardschool.co.uk/ ,The Howard School

http://www.hundredofhooacademy.co.uk/322/admissions ,The Hundred of Hoo School

http://frog.judd.kent.sch.uk/ ,The Judd School

http://www.kings.lincs.sch.uk/page/?title=Home&amp;pid=1 ,The King&#39;s School

http://www.latymer.co.uk/ ,The Latymer School

http://www.bluecoatschoolliverpool.org.uk/ ,The Liverpool Blue Coat School

https://www.nhgs.co.uk/ ,The North Halifax Grammar School

http://www.nks.kent.sch.uk/?page_id=323 ,The Norton Knatchbull School

http://www.robertnapier.org.uk/ ,The Robert Napier Foundation School

http://www.rochestergrammar.org.uk/ ,The Rochester Grammar School

http://www.royallatin.org/ ,The Royal Latin School

http://www.skinners-school.co.uk/ ,The Skinners&#39; School

http://www.thespirescollege.com/ ,The Spires&nbsp;College

http://www.thomasaveling.co.uk/ ,The Thomas Aveling School

http://www.tiffingirls.kingston.sch.uk/ ,The Tiffin Girls&#39; School

http://www.tiffinschool.co.uk/home.html ,Tiffin School

http://www.tgs.kent.sch.uk/ ,Tonbridge Grammar School for Girls&nbsp;

http://www.tbgs.co.uk/ ,Torquay Boys&#39; Grammar School

http://tggsacademy.org/ ,Torquay Girls&#39; Grammar School

http://www.townleygrammar.org.uk/ ,Townley Grammar School for Girls

http://www.twggs.kent.sch.uk/ ,Tunbridge Wells Girls&#39; Grammar School

http://www.twgsb.org.uk/ ,Tunbridge Wells Grammar School for Boys

http://www.uptoncourtgrammar.org.uk/ ,Upton Court Grammar School

http://www.uptonhallschool.co.uk/ ,Upton Hall School

http://www.urmstongrammar.org.uk/ ,Urmston Grammar School

http://www.wcgs-sutton.co.uk/ ,Wallington County Grammar School

http://www.wallingtongirls.sutton.sch.uk/ ,Wallington High School for Girls

http://www.watfordboys.org/ ,Watford Grammar School for Boys

http://www.watfordgrammarschoolforgirls.org.uk/ ,Watford Grammar School for Girls

http://www.wealdofkent.kent.sch.uk/ ,Weald of Kent Grammar School for Girls

http://www.westkirby-grammar.wirral.sch.uk/ ,West Kirby Grammar School for Girls

http://www.whsb.essex.sch.uk/ ,Westcliff High School for Boys

http://www.whsg.info/ ,Westcliff High School for Girls

https://www.westlands.org.uk/ ,Westlands School

http://www.wgsb.org.uk/ ,Wilmington Grammar School for Boys&nbsp;&nbsp;

http://www.gsgw.org.uk/ ,Wilmington Grammar School for Girls

http://www.wilsonsschool.sutton.sch.uk/ ,Wilson&#39;s School

http://www.wirralgrammarboys.com/ ,Wirral Grammar School for Boys

http://www.wirralgirls.co.uk/ ,Wirral Grammar School for Girls

http://www.wghs.org.uk/ ,Wolverhampton Girls&#39; High School

http://www.woodford.redbridge.sch.uk/ ,Woodford County High School for Girls

http://www.whs.bucks.sch.uk/ ,Wycombe High School
